Country,Item,Year,Value
Angola,Palm kernels,2009,23
Angola,Palm kernels,2010,23
Angola,Palm kernels,2011,23
Angola,Palm kernels,2012,23
Angola,Palm kernels,2013,23
Angola,"Oilcrops, Other",2004,4
Angola,"Oilcrops, Other",2005,4
Angola,"Oilcrops, Other",2006,4
Angola,"Oilcrops, Other",2007,3
Angola,"Oilcrops, Other",2008,4
Angola,"Oilcrops, Other",2009,3
Angola,"Oilcrops, Other",2010,4
Angola,"Oilcrops, Other",2011,4
Angola,"Oilcrops, Other",2012,4
Angola,"Oilcrops, Other",2013,4
Angola,Groundnut Oil,2004,5
Angola,Groundnut Oil,2005,7
Angola,Groundnut Oil,2006,6
Angola,Groundnut Oil,2007,7
Angola,Groundnut Oil,2008,10
Angola,Groundnut Oil,2009,12
Angola,Groundnut Oil,2010,13
Angola,Groundnut Oil,2011,25
Angola,Groundnut Oil,2012,4
Angola,Groundnut Oil,2013,32
Angola,Sunflowerseed Oil,2004,4
Angola,Sunflowerseed Oil,2005,5
Angola,Sunflowerseed Oil,2006,4
Angola,Sunflowerseed Oil,2007,4
Angola,Sunflowerseed Oil,2008,4
Angola,Sunflowerseed Oil,2009,4
Angola,Sunflowerseed Oil,2010,4
Angola,Sunflowerseed Oil,2011,4
Angola,Sunflowerseed Oil,2012,4
Angola,Sunflowerseed Oil,2013,4
Angola,Cottonseed Oil,2004,0
Angola,Cottonseed Oil,2005,0
Angola,Cottonseed Oil,2006,0
Angola,Cottonseed Oil,2007,0
Angola,Cottonseed Oil,2008,0
Angola,Cottonseed Oil,2009,0
Angola,Cottonseed Oil,2010,0
Angola,Cottonseed Oil,2011,1
Angola,Cottonseed Oil,2012,1
Angola,Cottonseed Oil,2013,1
Angola,Palmkernel Oil,2004,9
Angola,Palmkernel Oil,2005,9
Angola,Palmkernel Oil,2006,9
Angola,Palmkernel Oil,2007,10
Angola,Palmkernel Oil,2008,8
Angola,Palmkernel Oil,2009,10
Angola,Palmkernel Oil,2010,10
Angola,Palmkernel Oil,2011,9
Angola,Palmkernel Oil,2012,8
Angola,Palmkernel Oil,2013,9
Angola,Palm Oil,2004,51
Angola,Palm Oil,2005,53
Angola,Palm Oil,2006,54
Angola,Palm Oil,2007,55
Angola,Palm Oil,2008,46
Angola,Palm Oil,2009,55
Angola,Palm Oil,2010,57
Angola,Palm Oil,2011,50
Angola,Palm Oil,2012,48
Angola,Palm Oil,2013,50
Angola,"Oilcrops Oil, Other",2004,2
Angola,"Oilcrops Oil, Other",2005,2
Angola,"Oilcrops Oil, Other",2006,2
Angola,"Oilcrops Oil, Other",2007,1
Angola,"Oilcrops Oil, Other",2008,2
Angola,"Oilcrops Oil, Other",2009,2
Angola,"Oilcrops Oil, Other",2010,2
Angola,"Oilcrops Oil, Other",2011,2
Angola,"Oilcrops Oil, Other",2012,2
Angola,"Oilcrops Oil, Other",2013,2
Angola,Tomatoes and products,2004,14
Angola,Tomatoes and products,2005,15
Angola,Tomatoes and products,2006,18
Angola,Tomatoes and products,2007,14
Angola,Tomatoes and products,2008,15
Angola,Tomatoes and products,2009,17
Angola,Tomatoes and products,2010,16
Angola,Tomatoes and products,2011,16
Angola,Tomatoes and products,2012,17
Angola,Tomatoes and products,2013,17
Angola,"Vegetables, Other",2004,279
Angola,"Vegetables, Other",2005,261
Angola,"Vegetables, Other",2006,311
Angola,"Vegetables, Other",2007,335
Angola,"Vegetables, Other",2008,897
Angola,"Vegetables, Other",2009,1338
Angola,"Vegetables, Other",2010,1417
Angola,"Vegetables, Other",2011,1532
Angola,"Vegetables, Other",2012,1436
Angola,"Vegetables, Other",2013,1511
Angola,"Citrus, Other",2004,84
Angola,"Citrus, Other",2005,85
Angola,"Citrus, Other",2006,92
Angola,"Citrus, Other",2007,91
Angola,"Citrus, Other",2008,106
Angola,"Citrus, Other",2009,232
Angola,"Citrus, Other",2010,248
Angola,"Citrus, Other",2011,267
Angola,"Citrus, Other",2012,200
Angola,"Citrus, Other",2013,304
Angola,Bananas,2004,800
Angola,Bananas,2005,960
Angola,Bananas,2006,1100
Angola,Bananas,2007,1398
Angola,Bananas,2008,1723
Angola,Bananas,2009,1985
Angola,Bananas,2010,2048
Angola,Bananas,2011,2646
Angola,Bananas,2012,2991
Angola,Bananas,2013,3095
Angola,Pineapples and products,2004,41
Angola,Pineapples and products,2005,50
Angola,Pineapples and products,2006,75
Angola,Pineapples and products,2007,82
Angola,Pineapples and products,2008,95
Angola,Pineapples and products,2009,292
Angola,Pineapples and products,2010,313
Angola,Pineapples and products,2011,326
Angola,Pineapples and products,2012,281
Angola,Pineapples and products,2013,479
Angola,"Fruits, Other",2004,34
Angola,"Fruits, Other",2005,35
Angola,"Fruits, Other",2006,37
Angola,"Fruits, Other",2007,38
Angola,"Fruits, Other",2008,39
Angola,"Fruits, Other",2009,48
Angola,"Fruits, Other",2010,32
Angola,"Fruits, Other",2011,40
Angola,"Fruits, Other",2012,40
Angola,"Fruits, Other",2013,40
Angola,Coffee and products,2004,2
Angola,Coffee and products,2005,4
Angola,Coffee and products,2006,5
Angola,Coffee and products,2007,12
Angola,Coffee and products,2008,4
Angola,Coffee and products,2009,12
Angola,Coffee and products,2010,46
Angola,Coffee and products,2011,49
Angola,Coffee and products,2012,50
Angola,Coffee and products,2013,13
Angola,Cocoa Beans and products,2004,0
Angola,Cocoa Beans and products,2005,0
Angola,Cocoa Beans and products,2006,0
Angola,Cocoa Beans and products,2007,0
Angola,Cocoa Beans and products,2008,0
Angola,Cocoa Beans and products,2009,0
Angola,Cocoa Beans and products,2010,0
Angola,Cocoa Beans and products,2011,0
Angola,Cocoa Beans and products,2012,0
Angola,Cocoa Beans and products,2013,0
Angola,Beer,2004,206
Angola,Beer,2005,293
Angola,Beer,2006,375
Angola,Beer,2007,396
Angola,Beer,2008,533
Angola,Beer,2009,687
Angola,Beer,2010,736
Angola,Beer,2011,820
Angola,Beer,2012,950
Angola,Beer,2013,1050
Angola,"Beverages, Fermented",2004,95
Angola,"Beverages, Fermented",2005,99
Angola,"Beverages, Fermented",2006,119
Angola,"Beverages, Fermented",2007,131
Angola,"Beverages, Fermented",2008,190
Angola,"Beverages, Fermented",2009,238
Angola,"Beverages, Fermented",2010,318
Angola,"Beverages, Fermented",2011,472
Angola,"Beverages, Fermented",2012,494
Angola,"Beverages, Fermented",2013,446
Angola,"Beverages, Alcoholic",2004,6
Angola,"Beverages, Alcoholic",2005,6
Angola,"Beverages, Alcoholic",2006,7
Angola,"Beverages, Alcoholic",2007,8
Angola,"Beverages, Alcoholic",2008,9
Angola,"Beverages, Alcoholic",2009,8
Angola,"Beverages, Alcoholic",2010,8
Angola,"Beverages, Alcoholic",2011,8
Angola,"Beverages, Alcoholic",2012,9
Angola,"Beverages, Alcoholic",2013,8
Angola,Bovine Meat,2004,72
Angola,Bovine Meat,2005,85
Angola,Bovine Meat,2006,85
Angola,Bovine Meat,2007,92
Angola,Bovine Meat,2008,97
Angola,Bovine Meat,2009,98
Angola,Bovine Meat,2010,99
Angola,Bovine Meat,2011,100
Angola,Bovine Meat,2012,102
Angola,Bovine Meat,2013,105
Angola,Mutton & Goat Meat,2004,17
Angola,Mutton & Goat Meat,2005,18
Angola,Mutton & Goat Meat,2006,19
Angola,Mutton & Goat Meat,2007,19
Angola,Mutton & Goat Meat,2008,20
Angola,Mutton & Goat Meat,2009,20
Angola,Mutton & Goat Meat,2010,21
Angola,Mutton & Goat Meat,2011,22
Angola,Mutton & Goat Meat,2012,22
Angola,Mutton & Goat Meat,2013,23
Angola,Pigmeat,2004,39
Angola,Pigmeat,2005,40
Angola,Pigmeat,2006,45
Angola,Pigmeat,2007,50
Angola,Pigmeat,2008,56
Angola,Pigmeat,2009,62
Angola,Pigmeat,2010,70
Angola,Pigmeat,2011,77
Angola,Pigmeat,2012,85
Angola,Pigmeat,2013,94
Angola,Poultry Meat,2004,8
Angola,Poultry Meat,2005,8
Angola,Poultry Meat,2006,9
Angola,Poultry Meat,2007,11
Angola,Poultry Meat,2008,13
Angola,Poultry Meat,2009,16
Angola,Poultry Meat,2010,19
Angola,Poultry Meat,2011,22
Angola,Poultry Meat,2012,26
Angola,Poultry Meat,2013,30
Angola,"Meat, Other",2004,7
Angola,"Meat, Other",2005,7
Angola,"Meat, Other",2006,7
Angola,"Meat, Other",2007,7
Angola,"Meat, Other",2008,7
Angola,"Meat, Other",2009,8
Angola,"Meat, Other",2010,9
Angola,"Meat, Other",2011,9
Angola,"Meat, Other",2012,9
Angola,"Meat, Other",2013,9
Angola,"Offals, Edible",2004,15
Angola,"Offals, Edible",2005,17
Angola,"Offals, Edible",2006,17
Angola,"Offals, Edible",2007,18
Angola,"Offals, Edible",2008,20
Angola,"Offals, Edible",2009,20
Angola,"Offals, Edible",2010,21
Angola,"Offals, Edible",2011,22
Angola,"Offals, Edible",2012,23
Angola,"Offals, Edible",2013,25
Angola,"Butter, Ghee",2004,1
Angola,"Butter, Ghee",2005,1
Angola,"Butter, Ghee",2006,1
Angola,"Butter, Ghee",2007,1
Angola,"Butter, Ghee",2008,1
Angola,"Butter, Ghee",2009,0
Angola,"Butter, Ghee",2010,0
Angola,"Butter, Ghee",2011,0
Angola,"Butter, Ghee",2012,1
Angola,"Butter, Ghee",2013,1
Angola,"Fats, Animals, Raw",2004,4
Angola,"Fats, Animals, Raw",2005,5
Angola,"Fats, Animals, Raw",2006,5
Angola,"Fats, Animals, Raw",2007,5
Angola,"Fats, Animals, Raw",2008,6
Angola,"Fats, Animals, Raw",2009,6
Angola,"Fats, Animals, Raw",2010,7
Angola,"Fats, Animals, Raw",2011,7
Angola,"Fats, Animals, Raw",2012,7
Angola,"Fats, Animals, Raw",2013,8
Angola,"Fish, Body Oil",2004,1
Angola,"Fish, Body Oil",2005,3
Angola,"Fish, Body Oil",2006,4
Angola,"Fish, Body Oil",2007,4
Angola,"Fish, Body Oil",2008,4
Angola,"Fish, Body Oil",2009,4
Angola,"Fish, Body Oil",2010,4
Angola,"Fish, Body Oil",2011,4
Angola,"Fish, Body Oil",2012,4
Angola,"Fish, Body Oil",2013,4
Angola,Eggs,2004,5
Angola,Eggs,2005,5
Angola,Eggs,2006,4
Angola,Eggs,2007,4
Angola,Eggs,2008,5
Angola,Eggs,2009,5
Angola,Eggs,2010,5
Angola,Eggs,2011,5
Angola,Eggs,2012,5
Angola,Eggs,2013,5
Angola,Milk - Excluding Butter,2004,237
Angola,Milk - Excluding Butter,2005,244
Angola,Milk - Excluding Butter,2006,198
Angola,Milk - Excluding Butter,2007,200
Angola,Milk - Excluding Butter,2008,196
Angola,Milk - Excluding Butter,2009,158
Angola,Milk - Excluding Butter,2010,184
Angola,Milk - Excluding Butter,2011,184
Angola,Milk - Excluding Butter,2012,186
Angola,Milk - Excluding Butter,2013,187
Angola,Freshwater Fish,2004,10
Angola,Freshwater Fish,2005,10
Angola,Freshwater Fish,2006,11
Angola,Freshwater Fish,2007,24
Angola,Freshwater Fish,2008,25
Angola,Freshwater Fish,2009,15
Angola,Freshwater Fish,2010,19
Angola,Freshwater Fish,2011,19
Angola,Freshwater Fish,2012,19
Angola,Freshwater Fish,2013,19
Angola,Demersal Fish,2004,87
Angola,Demersal Fish,2005,82
Angola,Demersal Fish,2006,94
Angola,Demersal Fish,2007,116
Angola,Demersal Fish,2008,116
Angola,Demersal Fish,2009,111
Angola,Demersal Fish,2010,112
Angola,Demersal Fish,2011,111
Angola,Demersal Fish,2012,111
Angola,Demersal Fish,2013,111
Angola,Pelagic Fish,2004,102
Angola,Pelagic Fish,2005,87
Angola,Pelagic Fish,2006,95
Angola,Pelagic Fish,2007,125
Angola,Pelagic Fish,2008,124
Angola,Pelagic Fish,2009,105
Angola,Pelagic Fish,2010,108
Angola,Pelagic Fish,2011,103
Angola,Pelagic Fish,2012,103
Angola,Pelagic Fish,2013,103
Angola,"Marine Fish, Other",2004,35
Angola,"Marine Fish, Other",2005,20
Angola,"Marine Fish, Other",2006,23
Angola,"Marine Fish, Other",2007,38
Angola,"Marine Fish, Other",2008,40
Angola,"Marine Fish, Other",2009,38
Angola,"Marine Fish, Other",2010,38
Angola,"Marine Fish, Other",2011,38
Angola,"Marine Fish, Other",2012,38
Angola,"Marine Fish, Other",2013,38
Angola,Crustaceans,2004,4
Angola,Crustaceans,2005,3
Angola,Crustaceans,2006,2
Angola,Crustaceans,2007,3
Angola,Crustaceans,2008,1
Angola,Crustaceans,2009,1
Angola,Crustaceans,2010,1
Angola,Crustaceans,2011,1
Angola,Crustaceans,2012,1
Angola,Crustaceans,2013,1
Angola,Cephalopods,2004,2
Angola,Cephalopods,2005,1
Angola,Cephalopods,2006,1
Angola,Cephalopods,2007,1
Angola,Cephalopods,2008,0
Angola,Cephalopods,2009,1
Angola,Cephalopods,2010,1
Angola,Cephalopods,2011,1
Angola,Cephalopods,2012,1
Angola,Cephalopods,2013,1
Benin,Rice (Milled Equivalent),2004,43
Benin,Rice (Milled Equivalent),2005,52
Benin,Rice (Milled Equivalent),2006,47
Benin,Rice (Milled Equivalent),2007,50
Benin,Rice (Milled Equivalent),2008,70
Benin,Rice (Milled Equivalent),2009,75
Benin,Rice (Milled Equivalent),2010,83
Benin,Rice (Milled Equivalent),2011,146
Benin,Rice (Milled Equivalent),2012,146
Benin,Rice (Milled Equivalent),2013,138
Benin,Maize and products,2004,843
Benin,Maize and products,2005,865
Benin,Maize and products,2006,672
Benin,Maize and products,2007,753
Benin,Maize and products,2008,1084
Benin,Maize and products,2009,1075
Benin,Maize and products,2010,1013
Benin,Maize and products,2011,1166
Benin,Maize and products,2012,1175
Benin,Maize and products,2013,1346
Benin,Millet and products,2004,37
Benin,Millet and products,2005,38
Benin,Millet and products,2006,33
Benin,Millet and products,2007,36
Benin,Millet and products,2008,36
Benin,Millet and products,2009,27
Benin,Millet and products,2010,27
Benin,Millet and products,2011,25
Benin,Millet and products,2012,31
Benin,Millet and products,2013,23
Benin,Sorghum and products,2004,164
Benin,Sorghum and products,2005,169
Benin,Sorghum and products,2006,156
Benin,Sorghum and products,2007,155
Benin,Sorghum and products,2008,139
Benin,Sorghum and products,2009,132
Benin,Sorghum and products,2010,168
Benin,Sorghum and products,2011,133
Benin,Sorghum and products,2012,108
Benin,Sorghum and products,2013,115
Benin,"Cereals, Other",2004,1
Benin,"Cereals, Other",2005,2
Benin,"Cereals, Other",2006,1
Benin,"Cereals, Other",2007,1
Benin,"Cereals, Other",2008,2
Benin,"Cereals, Other",2009,1
Benin,"Cereals, Other",2010,1
Benin,"Cereals, Other",2011,1
Benin,"Cereals, Other",2012,1
Benin,"Cereals, Other",2013,1
Benin,Cassava and products,2004,2955
Benin,Cassava and products,2005,2861
Benin,Cassava and products,2006,2524
Benin,Cassava and products,2007,3102
Benin,Cassava and products,2008,3145
Benin,Cassava and products,2009,3788
Benin,Cassava and products,2010,3445
Benin,Cassava and products,2011,3646
Benin,Cassava and products,2012,3296
Benin,Cassava and products,2013,3696
Benin,Potatoes and products,2004,0
Benin,Potatoes and products,2005,0
Benin,Potatoes and products,2006,0
Benin,Potatoes and products,2007,0
Benin,Potatoes and products,2008,0
Benin,Potatoes and products,2009,0
Benin,Potatoes and products,2010,0
Benin,Potatoes and products,2011,0
Benin,Potatoes and products,2012,0
Benin,Potatoes and products,2013,0
Benin,Sweet potatoes,2004,50
Benin,Sweet potatoes,2005,64
Benin,Sweet potatoes,2006,54
Benin,Sweet potatoes,2007,69
Benin,Sweet potatoes,2008,73
Benin,Sweet potatoes,2009,64
Benin,Sweet potatoes,2010,77
Benin,Sweet potatoes,2011,49
Benin,Sweet potatoes,2012,70
Benin,Sweet potatoes,2013,65
Benin,Yams,2004,2257
Benin,Yams,2005,2084
Benin,Yams,2006,2240
Benin,Yams,2007,1922
Benin,Yams,2008,2527
Benin,Yams,2009,2371
Benin,Yams,2010,2624
Benin,Yams,2011,2735
Benin,Yams,2012,2739
Benin,Yams,2013,3177
Benin,"Roots, Other",2004,3
Benin,"Roots, Other",2005,2
Benin,"Roots, Other",2006,2
Benin,"Roots, Other",2007,2
Benin,"Roots, Other",2008,3
Benin,"Roots, Other",2009,3
Benin,"Roots, Other",2010,1
Benin,"Roots, Other",2011,2
Benin,"Roots, Other",2012,4
Benin,"Roots, Other",2013,1
Benin,Sugar cane,2004,69
Benin,Sugar cane,2005,64
Benin,Sugar cane,2006,38
Benin,Sugar cane,2007,40
Benin,Sugar cane,2008,41
Benin,Sugar cane,2009,49
Benin,Sugar cane,2010,48
Benin,Sugar cane,2011,48
Benin,Sugar cane,2012,50
Benin,Sugar cane,2013,52
Benin,Sugar (Raw Equivalent),2004,7
Benin,Sugar (Raw Equivalent),2005,6
Benin,Sugar (Raw Equivalent),2006,4
Benin,Sugar (Raw Equivalent),2007,4
Benin,Sugar (Raw Equivalent),2008,4
Benin,Sugar (Raw Equivalent),2009,5
Benin,Sugar (Raw Equivalent),2010,5
Benin,Sugar (Raw Equivalent),2011,5
Benin,Sugar (Raw Equivalent),2012,5
Benin,Sugar (Raw Equivalent),2013,5
Benin,Beans,2004,94
Benin,Beans,2005,105
Benin,Beans,2006,80
Benin,Beans,2007,131
Benin,Beans,2008,144
Benin,Beans,2009,128
Benin,Beans,2010,107
Benin,Beans,2011,85
Benin,Beans,2012,93
Benin,Beans,2013,93
Benin,"Pulses, Other and products",2004,26
Benin,"Pulses, Other and products",2005,19
Benin,"Pulses, Other and products",2006,10
Benin,"Pulses, Other and products",2007,48
Benin,"Pulses, Other and products",2008,48
Benin,"Pulses, Other and products",2009,39
Benin,"Pulses, Other and products",2010,43
Benin,"Pulses, Other and products",2011,40
Benin,"Pulses, Other and products",2012,42
Benin,"Pulses, Other and products",2013,42
Benin,Nuts and products,2004,47
Benin,Nuts and products,2005,54
Benin,Nuts and products,2006,56
Benin,Nuts and products,2007,102
Benin,Nuts and products,2008,108
Benin,Nuts and products,2009,133
Benin,Nuts and products,2010,126
Benin,Nuts and products,2011,183
Benin,Nuts and products,2012,186
Benin,Nuts and products,2013,195
Benin,Soyabeans,2004,6
Benin,Soyabeans,2005,9
Benin,Soyabeans,2006,4
Benin,Soyabeans,2007,15
Benin,Soyabeans,2008,6
Benin,Soyabeans,2009,9
Benin,Soyabeans,2010,18
Benin,Soyabeans,2011,13
Benin,Soyabeans,2012,15
Benin,Soyabeans,2013,16
Benin,Groundnuts (Shelled Eq),2004,106
Benin,Groundnuts (Shelled Eq),2005,98
Benin,Groundnuts (Shelled Eq),2006,70
Benin,Groundnuts (Shelled Eq),2007,80
Benin,Groundnuts (Shelled Eq),2008,81
Benin,Groundnuts (Shelled Eq),2009,92
Benin,Groundnuts (Shelled Eq),2010,108
Benin,Groundnuts (Shelled Eq),2011,92
Benin,Groundnuts (Shelled Eq),2012,85
Benin,Groundnuts (Shelled Eq),2013,94
Benin,Cottonseed,2004,235
Benin,Cottonseed,2005,190
Benin,Cottonseed,2006,124
Benin,Cottonseed,2007,148
Benin,Cottonseed,2008,135
Benin,Cottonseed,2009,98
Benin,Cottonseed,2010,85
Benin,Cottonseed,2011,164
Benin,Cottonseed,2012,149
Benin,Cottonseed,2013,160
Benin,Coconuts - Incl Copra,2004,20
Benin,Coconuts - Incl Copra,2005,20
Benin,Coconuts - Incl Copra,2006,20
Benin,Coconuts - Incl Copra,2007,20
Benin,Coconuts - Incl Copra,2008,20
Benin,Coconuts - Incl Copra,2009,17
Benin,Coconuts - Incl Copra,2010,19
Benin,Coconuts - Incl Copra,2011,19
Benin,Coconuts - Incl Copra,2012,19
Benin,Coconuts - Incl Copra,2013,19
Benin,Sesame seed,2004,9
Benin,Sesame seed,2005,13
Benin,Sesame seed,2006,5
Benin,Sesame seed,2007,10
Benin,Sesame seed,2008,11
Benin,Sesame seed,2009,9
Benin,Sesame seed,2010,10
Benin,Sesame seed,2011,10
Benin,Sesame seed,2012,10
Benin,Sesame seed,2013,10
Benin,Palm kernels,2004,27
Benin,Palm kernels,2005,29
Benin,Palm kernels,2006,30
Benin,Palm kernels,2007,32
Benin,Palm kernels,2008,33
Benin,Palm kernels,2009,44
Benin,Palm kernels,2010,46
Benin,Palm kernels,2011,46
Benin,Palm kernels,2012,53
Benin,Palm kernels,2013,56
Benin,"Oilcrops, Other",2004,22
Benin,"Oilcrops, Other",2005,20
Benin,"Oilcrops, Other",2006,14
Benin,"Oilcrops, Other",2007,15
Benin,"Oilcrops, Other",2008,15
Benin,"Oilcrops, Other",2009,16
Benin,"Oilcrops, Other",2010,14
Benin,"Oilcrops, Other",2011,14
Benin,"Oilcrops, Other",2012,15
Benin,"Oilcrops, Other",2013,16
Benin,Soyabean Oil,2004,1
Benin,Soyabean Oil,2005,2
Benin,Soyabean Oil,2006,1
Benin,Soyabean Oil,2007,3
Benin,Soyabean Oil,2008,1
Benin,Soyabean Oil,2009,2
Benin,Soyabean Oil,2010,3
Benin,Soyabean Oil,2011,2
Benin,Soyabean Oil,2012,3
Benin,Soyabean Oil,2013,3
Benin,Groundnut Oil,2004,10
Benin,Groundnut Oil,2005,10
Benin,Groundnut Oil,2006,10
Benin,Groundnut Oil,2007,10
Benin,Groundnut Oil,2008,9
Benin,Groundnut Oil,2009,9
Benin,Groundnut Oil,2010,9
Benin,Groundnut Oil,2011,9
Benin,Groundnut Oil,2012,9
Benin,Groundnut Oil,2013,9
Benin,Cottonseed Oil,2004,26
Benin,Cottonseed Oil,2005,26
Benin,Cottonseed Oil,2006,20
Benin,Cottonseed Oil,2007,22
Benin,Cottonseed Oil,2008,19
Benin,Cottonseed Oil,2009,13
Benin,Cottonseed Oil,2010,9
Benin,Cottonseed Oil,2011,10
Benin,Cottonseed Oil,2012,14
Benin,Cottonseed Oil,2013,14
Benin,Palmkernel Oil,2004,10
Benin,Palmkernel Oil,2005,11
Benin,Palmkernel Oil,2006,11
Benin,Palmkernel Oil,2007,12
Benin,Palmkernel Oil,2008,12
Benin,Palmkernel Oil,2009,6
Benin,Palmkernel Oil,2010,6
Benin,Palmkernel Oil,2011,6
Benin,Palmkernel Oil,2012,7
Benin,Palmkernel Oil,2013,7
Benin,Palm Oil,2004,34
Benin,Palm Oil,2005,36
Benin,Palm Oil,2006,38
Benin,Palm Oil,2007,40
Benin,Palm Oil,2008,42
Benin,Palm Oil,2009,44
Benin,Palm Oil,2010,46
Benin,Palm Oil,2011,46
Benin,Palm Oil,2012,53
Benin,Palm Oil,2013,56
Benin,Coconut Oil,2004,2
Benin,Coconut Oil,2005,2
Benin,Coconut Oil,2006,2
Benin,Coconut Oil,2007,1
Benin,Coconut Oil,2008,1
Benin,Coconut Oil,2009,2
Benin,Coconut Oil,2010,2
Benin,Coconut Oil,2011,2
Benin,Coconut Oil,2012,2
Benin,Coconut Oil,2013,2
Benin,"Oilcrops Oil, Other",2004,1
Benin,"Oilcrops Oil, Other",2005,2
Benin,"Oilcrops Oil, Other",2006,2
Benin,"Oilcrops Oil, Other",2007,2
Benin,"Oilcrops Oil, Other",2008,2
Benin,"Oilcrops Oil, Other",2009,3
Benin,"Oilcrops Oil, Other",2010,3
Benin,"Oilcrops Oil, Other",2011,3
Benin,"Oilcrops Oil, Other",2012,2
Benin,"Oilcrops Oil, Other",2013,2
Benin,Tomatoes and products,2004,144
Benin,Tomatoes and products,2005,143
Benin,Tomatoes and products,2006,114
Benin,Tomatoes and products,2007,127
Benin,Tomatoes and products,2008,185
Benin,Tomatoes and products,2009,159
Benin,Tomatoes and products,2010,187
Benin,Tomatoes and products,2011,164
Benin,Tomatoes and products,2012,245
Benin,Tomatoes and products,2013,332
Benin,Onions,2004,8
Benin,Onions,2005,14
Benin,Onions,2006,21
Benin,Onions,2007,21
Benin,Onions,2008,6
Benin,Onions,2009,36
Benin,Onions,2010,8
Benin,Onions,2011,11
Benin,Onions,2012,40
